"","id","X","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation","age"
"634",660,253,"William","Golding","GB","GB","male",1983,"literature","""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",72
"635",661,263,"Jaroslav","Seifert","CZ","CZ","male",1984,"literature","""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",83
"636",662,808,"Claude","Simon","MG","FR","male",1985,"literature","""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",72
"637",663,807,"Wole","Soyinka","NG","","male",1986,"literature","""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",52
"638",664,65,"Joseph","Brodsky","RU","US","male",1987,"literature","""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",47
"639",665,816,"Naguib","Mahfouz","EG","EG","male",1988,"literature","""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",76
"640",666,63,"Camilo Jos_","Cela","ES","ES","male",1989,"literature","""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",73
"641",667,325,"Octavio","Paz","MX","MX","male",1990,"literature","""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",76
"642",668,41,"Nadine","Gordimer","ZA","ZA","female",1991,"literature","""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",68
"643",669,61,"Derek","Walcott","LC","","male",1992,"literature","""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",62
"644",670,40,"Toni","Morrison","US","","female",1993,"literature","""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",62
"645",671,814,"Kenzaburo","Oe","JP","","male",1994,"literature","""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",59
"646",672,752,"Seamus","Heaney","GB","IE","male",1995,"literature","""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",56
"647",673,14,"Wislawa","Szymborska","PL","PL","female",1996,"literature","""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",73
"648",674,806,"Dario","Fo","IT","","male",1997,"literature","""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",71
"649",675,813,"Jos_","Saramago","PT","ES","male",1998,"literature","""who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality""",76
"650",676,817,"GÙnter","Grass","PL","DE","male",1999,"literature","""whose frolicsome black fables portray the forgotten face of history""",72
"651",677,87,"Ragnar","Frisch","NO","NO","male",1969,"economics","""for having developed and applied dynamic models for the analysis of economic processes""",74
"652",678,88,"Jan","Tinbergen","NL","NL","male",1969,"economics","""for having developed and applied dynamic models for the analysis of economic processes""",66
"653",679,457,"Paul A.","Samuelson","US","US","male",1970,"economics","""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",55
"654",680,212,"Simon","Kuznets","BY","US","male",1971,"economics","""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",70
"655",681,702,"John R.","Hicks","GB","GB","male",1972,"economics","""for their pioneering contributions to general economic equilibrium theory and welfare theory""",68
"656",682,701,"Kenneth J.","Arrow","US","","male",1972,"economics","""for their pioneering contributions to general economic equilibrium theory and welfare theory""",51
"657",683,373,"Wassily","Leontief","RU","US","male",1973,"economics","""for the development of the input-output method and for its application to important economic problems""",67
"658",684,715,"Gunnar","Myrdal","SE","SE","male",1974,"economics","""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",76
"659",685,716,"Friedrich August","von Hayek","AT","DE","male",1974,"economics","""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",75
"660",686,487,"Leonid Vitaliyevich","Kantorovich","RU","RU","male",1975,"economics","""for their contributions to the theory of optimum allocation of resources""",63
"661",687,488,"Tjalling C.","Koopmans","NL","US","male",1975,"economics","""for their contributions to the theory of optimum allocation of resources""",65
"662",688,103,"Milton","Friedman","US","US","male",1976,"economics","""for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy""",64
"663",689,693,"Bertil","Ohlin","SE","SE","male",1977,"economics","""for their pathbreaking contribution to the theory of international trade and international capital movements""",78
"664",690,692,"James E.","Meade","GB","GB","male",1977,"economics","""for their pathbreaking contribution to the theory of international trade and international capital movements""",70
"665",691,260,"Herbert A.","Simon","US","US","male",1978,"economics","""for his pioneering research into the decision-making process within economic organizations""",62
"666",692,708,"Theodore W.","Schultz","US","US","male",1979,"economics","""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",77
"667",693,709,"Sir Arthur","Lewis","LC","BB","male",1979,"economics","""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",64
"668",694,353,"Lawrence R.","Klein","US","US","male",1980,"economics","""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",60
"669",695,107,"James","Tobin","US","US","male",1981,"economics","""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",63
"670",696,280,"George J.","Stigler","US","US","male",1982,"economics","""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",71
"671",697,94,"Gerard","Debreu","FR","FR","male",1983,"economics","""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",62
"672",698,99,"Richard","Stone","GB","GB","male",1984,"economics","""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",71
"673",699,258,"Franco","Modigliani","IT","US","male",1985,"economics","""for his pioneering analyses of saving and of financial markets""",67
"674",700,146,"James M.","Buchanan Jr.","US","US","male",1986,"economics","""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",67
"675",701,131,"Robert M.","Solow","US","","male",1987,"economics","""for his contributions to the theory of economic growth""",63
"676",702,259,"Maurice","Allais","FR","FR","male",1988,"economics","""for his pioneering contributions to the theory of markets and efficient utilization of resources""",77
"677",703,117,"Trygve","Haavelmo","NO","NO","male",1989,"economics","""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",77
"678",704,713,"Harry M.","Markowitz","US","","male",1990,"economics","""for their pioneering work in the theory of financial economics""",63
"679",705,712,"Merton H.","Miller","US","US","male",1990,"economics","""for their pioneering work in the theory of financial economics""",67
"680",706,714,"William F.","Sharpe","US","","male",1990,"economics","""for their pioneering work in the theory of financial economics""",56
"681",707,170,"Ronald H.","Coase","GB","US","male",1991,"economics","""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",80
"682",708,93,"Gary S.","Becker","US","US","male",1992,"economics","""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",62
"683",709,100,"Robert W.","Fogel","US","US","male",1993,"economics","""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",66
"684",710,101,"Douglass C.","North","US","US","male",1993,"economics","""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",73
"685",711,698,"John C.","Harsanyi","HU","US","male",1994,"economics","""for their pioneering analysis of equilibria in the theory of non-cooperative games""",74
"686",712,700,"John F.","Nash Jr.","US","US","male",1994,"economics","""for their pioneering analysis of equilibria in the theory of non-cooperative games""",66
"687",713,699,"Reinhard","Selten","PL","PL","male",1994,"economics","""for their pioneering analysis of equilibria in the theory of non-cooperative games""",64
"688",714,89,"Robert E.","Lucas Jr.","US","","male",1995,"economics","""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",58
"689",715,670,"James A.","Mirrlees","GB","","male",1996,"economics","""for their fundamental contributions to the economic theory of incentives under asymmetric information""",60
"690",716,671,"William","Vickrey","CA","US","male",1996,"economics","""for their fundamental contributions to the economic theory of incentives under asymmetric information""",82
"691",717,59,"Robert C.","Merton","US","","male",1997,"economics","""for a new method to determine the value of derivatives""",53
"692",718,60,"Myron S.","Scholes","CA","","male",1997,"economics","""for a new method to determine the value of derivatives""",56
"693",719,135,"Amartya","Sen","IN","","male",1998,"economics","""for his contributions to welfare economics""",65
"694",720,110,"Robert A.","Mundell","CA","","male",1999,"economics","""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",67
"695",721,388,"IlÇja Mikhailovich","Frank","RU","RU","male",1958,"physics","""for the discovery and the interpretation of the Cherenkov effect""",50
"696",722,542,"Arvid","Carlsson","SE","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system""",77
"697",723,543,"Paul","Greengard","US","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system""",74
"698",724,544,"Eric R.","Kandel","AT","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system""",71
"699",725,295,"Kim","Dae-jung","KR","","male",2000,"peace","""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",75
"700",726,68,"Zhores I.","Alferov","BY","","male",2000,"physics","""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",70
"701",727,67,"Herbert","Kroemer","DE","","male",2000,"physics","""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",72
"702",728,257,"Jack S.","Kilby","US","US","male",2000,"physics","""for his part in the invention of the integrated circuit""",77
"703",729,381,"Alan J.","Heeger","US","","male",2000,"chemistry","""for the discovery and development of conductive polymers""",64
"704",730,380,"Alan G.","MacDiarmid","NZ","US","male",2000,"chemistry","""for the discovery and development of conductive polymers""",73
"705",731,382,"Hideki","Shirakawa","JP","","male",2000,"chemistry","""for the discovery and development of conductive polymers""",64
"706",732,152,"James J.","Heckman","US","","male",2000,"economics","""for his development of theory and methods for analyzing selective samples""",56
"707",733,151,"Daniel L.","McFadden","US","","male",2000,"economics","""for his development of theory and methods for analyzing discrete choice""",63
"708",734,64,"Gao","Xingjian","CN","","male",2000,"literature","""for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",60
"709",735,593,"Leland H.","Hartwell","US","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle""",62
"710",736,591,"Tim","Hunt","GB","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle""",58
"711",737,592,"Sir Paul M.","Nurse","GB","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle""",52
"712",738,346,"Eric A.","Cornell","US","","male",2001,"physics","""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",39
"713",739,347,"Wolfgang","Ketterle","DE","","male",2001,"physics","""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",44
"714",740,345,"Carl E.","Wieman","US","","male",2001,"physics","""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",50
"715",741,743,"William S.","Knowles","US","US","male",2001,"chemistry","""for their work on chirally catalysed hydrogenation reactions""",84
"716",742,742,"Ryoji","Noyori","JP","","male",2001,"chemistry","""for their work on chirally catalysed hydrogenation reactions""",63
"717",743,300,"K. Barry","Sharpless","US","","male",2001,"chemistry","""for his work on chirally catalysed oxidation reactions""",60
"718",744,466,"George A.","Akerlof","US","","male",2001,"economics","""for their analyses of markets with asymmetric information""",61
"719",745,468,"A. Michael","Spence","US","","male",2001,"economics","""for their analyses of markets with asymmetric information""",58
"720",746,467,"Joseph E.","Stiglitz","US","","male",2001,"economics","""for their analyses of markets with asymmetric information""",58
"721",747,102,"Sir Vidiadhar Surajprasad","Naipaul","TT","","male",2001,"literature","""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",69
"722",749,736,"Kofi","Annan","GH","","male",2001,"peace","""for their work for a better organized and more peaceful world""",63
"723",750,510,"Sydney","Brenner","ZA","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",75
"724",751,512,"H. Robert","Horvitz","US","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",55
"725",752,511,"John E.","Sulston","GB","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",60
"726",753,334,"Raymond","Davis Jr.","US","US","male",2002,"physics","""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",88
"727",754,335,"Masatoshi","Koshiba","JP","","male",2002,"physics","""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",76
"728",755,336,"Riccardo","Giacconi","IT","","male",2002,"physics","""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",71
"729",756,502,"John B.","Fenn","US","US","male",2002,"chemistry","""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",85
"730",757,501,"Koichi","Tanaka","JP","","male",2002,"chemistry","""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",43
"731",758,145,"Kurt","WÙthrich","CH","","male",2002,"chemistry","""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",64
"732",759,95,"Daniel","Kahneman","IL","","male",2002,"economics","""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",68
"733",760,92,"Vernon L.","Smith","US","","male",2002,"economics","""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",75
"734",761,753,"Imre","Kert_sz","HU","HU","male",2002,"literature","""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",73
"735",762,136,"Jimmy","Carter","US","","male",2002,"peace","""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",78
"736",763,810,"John M.","Coetzee","ZA","","male",2003,"literature","""who in innumerable guises portrays the surprising involvement of the outsider""",63
"737",764,525,"Paul C.","Lauterbur","US","US","male",2003,"medicine","""for their discoveries concerning magnetic resonance imaging""",74
"738",765,524,"Sir Peter","Mansfield","GB","","male",2003,"medicine","""for their discoveries concerning magnetic resonance imaging""",70
"739",766,337,"Alexei A.","Abrikosov","RU","","male",2003,"physics","""for pioneering contributions to the theory of superconductors and superfluids""",75
"740",767,338,"Vitaly L.","Ginzburg","RU","","male",2003,"physics","""for pioneering contributions to the theory of superconductors and superfluids""",87
"741",768,339,"Anthony J.","Leggett","GB","","male",2003,"physics","""for pioneering contributions to the theory of superconductors and superfluids""",65
"742",769,434,"Peter","Agre","US","","male",2003,"chemistry","""for the discovery of water channels""",54
"743",770,340,"Roderick","MacKinnon","US","","male",2003,"chemistry","""for structural and mechanistic studies of ion channels""",47
"744",771,330,"Robert F.","Engle III","US","","male",2003,"economics","""for methods of analyzing economic time series with time-varying volatility (ARCH)""",61
"745",772,329,"Clive W.J.","Granger","GB","US","male",2003,"economics","""for methods of analyzing economic time series with common trends (cointegration)""",69
"746",773,6,"Shirin","Ebadi","IR","","female",2003,"peace","""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",56
"747",774,597,"Richard","Axel","US","","male",2004,"medicine","""for their discoveries of odorant receptors and the organization of the olfactory system""",58
"748",775,24,"Linda B.","Buck","US","","female",2004,"medicine","""for their discoveries of odorant receptors and the organization of the olfactory system""",57
"749",776,394,"David J.","Gross","US","","male",2004,"physics","""for the discovery of asymptotic freedom in the theory of the strong interaction""",63
"750",777,393,"H. David","Politzer","US","","male",2004,"physics","""for the discovery of asymptotic freedom in the theory of the strong interaction""",55
"751",778,392,"Frank","Wilczek","US","","male",2004,"physics","""for the discovery of asymptotic freedom in the theory of the strong interaction""",53
"752",779,430,"Aaron","Ciechanover","IL","","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation""",57
"753",780,429,"Avram","Hershko","HU","","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation""",66
"754",781,431,"Irwin","Rose","US","US","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation""",78
"755",782,9,"Elfriede","Jelinek","AT","","female",2004,"literature","""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",58
"756",783,2,"Wangari Muta","Maathai","KE","KE","female",2004,"peace","""for her contribution to sustainable development, democracy and peace""",64
"757",786,482,"Finn E.","Kydland","NO","","male",2004,"economics","""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",61
"758",787,481,"Edward C.","Prescott","US","","male",2004,"economics","""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",63
"759",789,637,"Barry J.","Marshall","AU","","male",2005,"medicine","""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",54
"760",790,638,"J. Robin","Warren","AU","","male",2005,"medicine","""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",68
"761",791,122,"Roy J.","Glauber","US","","male",2005,"physics","""for his contribution to the quantum theory of optical coherence""",80
"762",792,483,"John L.","Hall","US","","male",2005,"physics","""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",71
"763",793,484,"Theodor W.","H_nsch","DE","","male",2005,"physics","""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",64
"764",794,378,"Yves","Chauvin","BE","FR","male",2005,"chemistry","""for the development of the metathesis method in organic synthesis""",75
"765",795,377,"Robert H.","Grubbs","US","","male",2005,"chemistry","""for the development of the metathesis method in organic synthesis""",63
"766",796,376,"Richard R.","Schrock","US","","male",2005,"chemistry","""for the development of the metathesis method in organic synthesis""",60
"767",798,658,"Mohamed","ElBaradei","EG","","male",2005,"peace","""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",63
"768",799,91,"Robert J.","Aumann","DE","","male",2005,"economics","""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",75
"769",800,90,"Thomas C.","Schelling","US","","male",2005,"economics","""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",84
"770",801,809,"Harold","Pinter","GB","GB","male",2005,"literature","""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",75
"771",802,627,"Andrew Z.","Fire","US","","male",2006,"medicine","""for their discovery of RNA interference - gene silencing by double-stranded RNA""",47
"772",803,628,"Craig C.","Mello","US","","male",2006,"medicine","""for their discovery of RNA interference - gene silencing by double-stranded RNA""",46
"773",804,640,"John C.","Mather","US","","male",2006,"physics","""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",60
"774",805,639,"George F.","Smoot","US","","male",2006,"physics","""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",61
"775",806,284,"Roger D.","Kornberg","US","","male",2006,"chemistry","""for his studies of the molecular basis of eukaryotic transcription""",59
"776",807,108,"Edmund S.","Phelps","US","","male",2006,"economics","""for his analysis of intertemporal tradeoffs in macroeconomic policy""",73
"777",808,811,"Orhan","Pamuk","TR","","male",2006,"literature","""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",54
"778",809,651,"Muhammad","Yunus","BD","","male",2006,"peace","""for their efforts to create economic and social development from below""",66
"779",811,600,"Mario R.","Capecchi","IT","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",70
"780",812,598,"Sir Martin J.","Evans","GB","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",66
"781",813,599,"Oliver","Smithies","GB","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",82
"782",814,396,"Albert","Fert","FR","","male",2007,"physics","""for the discovery of Giant Magnetoresistance""",69
"783",815,395,"Peter","GrÙnberg","CZ","","male",2007,"physics","""for the discovery of Giant Magnetoresistance""",68
"784",816,283,"Gerhard","Ertl","DE","","male",2007,"chemistry","""for his studies of chemical processes on solid surfaces""",71
"785",817,39,"Doris","Lessing","IR","GB","female",2007,"literature","""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",88
"786",819,650,"Albert Arnold (Al)","Gore Jr.","US","","male",2007,"peace","""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",59
"787",820,97,"Leonid","Hurwicz","RU","US","male",2007,"economics","""for having laid the foundations of mechanism design theory""",90
"788",821,98,"Eric S.","Maskin","US","","male",2007,"economics","""for having laid the foundations of mechanism design theory""",56
"789",822,96,"Roger B.","Myerson","US","","male",2007,"economics","""for having laid the foundations of mechanism design theory""",56
"790",823,176,"Harald","zur Hausen","DE","","male",2008,"medicine","""for his discovery of human papilloma viruses causing cervical cancer""",72
"791",824,25,"Françoise","Barr_-Sinoussi","FR","","female",2008,"medicine","""for their discovery of human immunodeficiency virus""",61
"792",825,626,"Luc","Montagnier","FR","","male",2008,"medicine","""for their discovery of human immunodeficiency virus""",76
"793",826,419,"Yoichiro","Nambu","JP","JP","male",2008,"physics","""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",87
"794",827,422,"Makoto","Kobayashi","JP","","male",2008,"physics","""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",64
"795",828,421,"Toshihide","Maskawa","JP","","male",2008,"physics","""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",68
"796",829,384,"Osamu","Shimomura","JP","","male",2008,"chemistry","""for the discovery and development of the green fluorescent protein, GFP""",80
"797",830,385,"Martin","Chalfie","US","","male",2008,"chemistry","""for the discovery and development of the green fluorescent protein, GFP""",61
"798",831,386,"Roger Y.","Tsien","US","US","male",2008,"chemistry","""for the discovery and development of the green fluorescent protein, GFP""",56
"799",832,53,"Jean-Marie Gustave","Le Cl_zio","FR","","male",2008,"literature","""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",68
"800",833,223,"Martti","Ahtisaari","RU","","male",2008,"peace","""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",71
"801",834,111,"Paul","Krugman","US","","male",2008,"economics","""for his analysis of trade patterns and location of economic activity""",55
"802",835,18,"Elizabeth H.","Blackburn","AU","","female",2009,"medicine","""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",61
"803",836,17,"Carol W.","Greider","US","","female",2009,"medicine","""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",48
"804",837,397,"Jack W.","Szostak","GB","","male",2009,"medicine","""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",57
"805",838,84,"Charles Kuen","Kao","CN","","male",2009,"physics","""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",76
"806",839,446,"Willard S.","Boyle","CA","CA","male",2009,"physics","""for the invention of an imaging semiconductor circuit - the CCD sensor""",85
"807",840,445,"George E.","Smith","US","","male",2009,"physics","""for the invention of an imaging semiconductor circuit - the CCD sensor""",79
"808",841,343,"Venkatraman","Ramakrishnan","IN","","male",2009,"chemistry","""for studies of the structure and function of the ribosome""",57
"809",842,344,"Thomas A.","Steitz","US","","male",2009,"chemistry","""for studies of the structure and function of the ribosome""",69
"810",843,15,"Ada E.","Yonath","IL","","female",2009,"chemistry","""for studies of the structure and function of the ribosome""",70
"811",844,42,"Herta","MÙller","RO","","female",2009,"literature","""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",56
"812",845,213,"Barack H.","Obama","US","","male",2009,"peace","""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",48
"813",846,1,"Elinor","Ostrom","US","US","female",2009,"economics","""for her analysis of economic governance, especially the commons""",76
"814",847,106,"Oliver E.","Williamson","US","","male",2009,"economics","""for his analysis of economic governance, especially the boundaries of the firm""",77
"815",848,365,"Robert G.","Edwards","GB","GB","male",2010,"medicine","""for the development of in vitro fertilization""",85
"816",849,85,"Andre","Geim","RU","","male",2010,"physics","""for groundbreaking experiments regarding the two-dimensional material graphene""",52
"817",850,86,"Konstantin","Novoselov","RU","","male",2010,"physics","""for groundbreaking experiments regarding the two-dimensional material graphene""",36
"818",851,333,"Richard F.","Heck","US","","male",2010,"chemistry","""for palladium-catalyzed cross couplings in organic synthesis""",79
"819",852,332,"Ei-ichi","Negishi","CN","","male",2010,"chemistry","""for palladium-catalyzed cross couplings in organic synthesis""",75
"820",853,331,"Akira","Suzuki","JP","","male",2010,"chemistry","""for palladium-catalyzed cross couplings in organic synthesis""",80
"821",854,116,"Mario","Vargas Llosa","PE","","male",2010,"literature","""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",74
"822",855,241,"Liu","Xiaobo","CN","","male",2010,"peace","""for his long and non-violent struggle for fundamental human rights in China""",54
"823",856,470,"Peter A.","Diamond","US","","male",2010,"economics","""for their analysis of markets with search frictions""",70
"824",857,469,"Dale T.","Mortensen","US","US","male",2010,"economics","""for their analysis of markets with search frictions""",71
"825",858,471,"Christopher A.","Pissarides","CY","","male",2010,"economics","""for their analysis of markets with search frictions""",62
"826",861,545,"Bruce A.","Beutler","US","","male",2011,"medicine","""for their discoveries concerning the activation of innate immunity""",53
"827",862,546,"Jules A.","Hoffmann","LU","","male",2011,"medicine","""for their discoveries concerning the activation of innate immunity""",70
"828",863,185,"Ralph M.","Steinman","CA","","male",2011,"medicine","""for his discovery of the dendritic cell and its role in adaptive immunity""",68
"829",864,412,"Saul","Perlmutter","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",52
"830",865,413,"Brian P.","Schmidt","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",44
"831",866,411,"Adam G.","Riess","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",41
"832",867,407,"Dan","Shechtman","IL","","male",2011,"chemistry","""for the discovery of quasicrystals""",70
"833",868,56,"Tomas","Transtr_mer","SE","SE","male",2011,"literature","""because, through his condensed, translucent images, he gives us fresh access to reality""",80
"834",869,27,"Ellen","Johnson Sirleaf","LR","","female",2011,"peace","""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",73
"835",870,28,"Leymah","Gbowee","LR","","female",2011,"peace","""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",39
"836",871,29,"Tawakkol","Karman","YE","","female",2011,"peace","""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",32
"837",872,664,"Thomas J.","Sargent","US","","male",2011,"economics","""for their empirical research on cause and effect in the macroeconomy""",68
"838",873,665,"Christopher A.","Sims","US","","male",2011,"economics","""for their empirical research on cause and effect in the macroeconomy""",69
"839",874,435,"Sir John B.","Gurdon","GB","","male",2012,"medicine","""for the discovery that mature cells can be reprogrammed to become pluripotent""",79
"840",875,436,"Shinya","Yamanaka","JP","","male",2012,"medicine","""for the discovery that mature cells can be reprogrammed to become pluripotent""",50
"841",876,83,"Serge","Haroche","MA","","male",2012,"physics","""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",68
"842",877,82,"David J.","Wineland","US","","male",2012,"physics","""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",68
"843",878,341,"Robert J.","Lefkowitz","US","","male",2012,"chemistry","""for studies of G-protein-coupled receptors""",69
"844",879,342,"Brian K.","Kobilka","US","","male",2012,"chemistry","""for studies of G-protein-coupled receptors""",57
"845",880,812,"Mo","Yan","CN","","male",2012,"literature","""who with hallucinatory realism merges folk tales, history and the contemporary""",57
"846",882,464,"Alvin E.","Roth","US","","male",2012,"economics","""for the theory of stable allocations and the practice of market design""",60
"847",883,465,"Lloyd S.","Shapley","US","US","male",2012,"economics","""for the theory of stable allocations and the practice of market design""",89
"848",884,595,"James E.","Rothman","US","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",63
